user_id,location,age,age_group,cluster_id,collaborative_cluster_recommendation,demographic_recommendation,geographic_recommendation
176709,"galax, virginia, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0441117732', '0553117467', '0441569595', '0446604666', '0553280414', '0312925581', '0061096083', '0140167153', '0312265840', '0312966806']"
176716,"north plainfield, new jersey, usa",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0553262505', '0553280341', '0553279912', '038547802X']"
176736,"münster, nordrhein-westfalen, germany",29.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['3379015180', '0060923245', '3596150655', '3257228007']"
176761,"north shore, british columbia, canada",33.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0553573136', '0425091031', '0446605336', '0679437037', '0786861363']"
176785,"laguna hills, california, usa",,Unknown,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0142004235', '0316969680', '037541309X', '0060958022', '0312274920', '0449911004', '0142001821', '0553573209', '0743237188', '0316666343']"
176790,"irvine, california, usa",43.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0020868308', '0060557257', '0062508113', '038097584X', '0385336454', '0393046974', '0399144463', '044021145X', '0440213525', '0440214041']"
176804,"nederweert, limburg, netherlands",42.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0786889608', '0425145638', '156402976X']"
176838,"helsinki, uusimaa, finland",27.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['2253149101', '0812968379', '0140366784', '055321313X', '2070744833', '0671880187', '0345404319', '0345410017', '0385335482', '0385494246']"
176839,"halmstad, halland, sweden",22.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060391782', '0140390197', '0316666343', '0380002930', '2253140872', '2253150185', '2266104535']"
176875,"tampere, pirkanmaa, finland",31.0,Young Adult,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0140620338', '0385335482', '0060976845', '0152164561', '038572179X', '0671720147', '1853261165', '0812550706', '0312274920', '0330352253']"
176879,"reston, virginia, usa",,Unknown,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060256656', '0060927569', '0060929871', '0060938455', '0375700757', '0380978415', '0385337639', '0452282152', '0553348981', '0679430946']"
176883,"chandler, arizona, usa",48.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0060392991', '0345368436', '0345413903', '0380714752', '0394886690', '0425189864', '0440414806', '0451166892', '0553274295', '0553278274']"
176887,"surrey, england, united kingdom",30.0,Young Adult,7,"['0020199600', '0020442300', '0060001453', '006001203X', '0060090375', '0060090383', '0060234814', '0060519134', '0060801115', '0060808934']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0440414806', '0452270642', '0802135226', '0142001740', '1558743669', '0060562080', '0156007193', '0679746048', '1400034779', '0316168815']"
176894,"salt lake city, utah, usa",32.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0767902890', '0060163747', '0060932171', '0140185216', '0140328742', '0140348107', '038001503X', '0380805995', '0385247745', '0399150897']"
176902,"o`fallon, missouri, usa",25.0,Young Adult,7,"['0020199600', '0020442300', '0060001453', '006001203X', '0060090375', '0060090383', '0060234814', '0060519134', '0060801115', '0060808934']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0385306040', '0385313012', '0385316879', '0385333064', '0385335881', '0385336810', '0441000916', '0446531332', '0446608955', '0449150178']"
176903,"irving, texas, usa",24.0,Young Adult,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060256672', '0060256737', '0345313216', '0373243286', '0373484003', '0515114693', '0515116750', '051511779X', '0553582747', '0671003755']"
176916,"roma, lazio, italy",,Unknown,20,"['0006550576', '0020418809', '0044409494', '0060002077', '0060012897', '006001315X', '0060391480', '0060514949', '0060525460', '0060549270']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0385504209', '0571200435', '0802130208', '1853260088', '0142002399', '0316096199', '0811802981', '1400034779', '1853260010', '0140233903']"
176918,"coppell, texas, usa",32.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0385306040', '0399138749', '068484477X', '0767906632']"
176944,"gilbert, arizona, usa",27.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['002542730X', '0152050167', '0394726251', '0394740181', '0399146113', '0441627404', '0446600415', '0446608890', '0451203593', '0515131229']"
176953,"boulder, colorado, usa",23.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0062502182', '0140067477', '0140186409', '0141301104', '031218171X', '0345339681', '0345339711', '0345347536', '0380715899', '0440901588']"
176978,"basye, virginia, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0394551907', '0316693707', '0375727132', '0440224624', '0446606189', '038070952X', '0064405176', '014034893X', '0064400557', '014023313X']"
177015,"land o lakes, florida, usa",28.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0380720191', '0061042935', '0671014935', '038072362X', '0380730847', '0441569595', '0553569619']"
177021,"sebastopol, california, usa",35.0,Young Adult,6,"['0007154615', '0044409494', '0060097469', '0060256672', '0060256737', '0060392991', '0060652934', '0060809248', '0060922249', '0060927240']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060188731', '0440225590', '0451166892', '068484477X', '0684872153', '0140157352', '0440217520', '044022103X', '0446603422', '0517556278']"
177034,"montreal, quebec, canada",25.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0007154615', '0020532105', '006091565X', '006091646X', '0062502174', '0064400484', '0140244816', '0151001006', '0380709244', '0380732181']"
177040,"cicero, new york, usa",27.0,Young Adult,18,"['0020868308', '006017773X', '0060188731', '0060508302', '0060512822', '0060514930', '0060557257', '0060916508', '0060924845', '0060932813']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0446516317', '0312995423', '0425109720', '0446350982', '0446364193', '0446603716', '0446604089', '0553576798', '0061013315', '0316153915']"
177050,"warner robins, georgia, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0425163407', '0440225701', '0671027344', '0060558865', '051513175X', '0609807900', '0060571314', '0312969120', '0345417623', '0590457403']"
177072,"moberly, missouri, usa",47.0,Middle-aged,17,"['0028604032', '0060177888', '0060256656', '0060263857', '006092988X', '0060935464', '0060938455', '006109286X', '0064404188', '0064471047']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0345426037', '0380717018', '0451178017', '0451188454', '0671024108', '0821772155', '1558533311', '1561380911', '014100018X', '0312980140']"
177073,"moberly, missouri, usa",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0345426037', '0380717018', '0451178017', '0451188454', '0671024108', '0821772155', '1558533311', '1561380911', '014100018X', '0312980140']"
177082,"vancouver, british columbia, canada",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060916508', '0140050000', '0140094296', '0140481346', '031205436X', '0312278586', '0345334531', '0345410017', '0385315287', '0385336179']"
177090,"ashland, missouri, usa",37.0,Middle-aged,4,"['0020545509', '0060001801', '0060168382', '0061031321', '006108171X', '0061094609', '006447268X', '0140177396', '014038572X', '0142001805']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0060502258', '006108171X', '0064401510', '0312966970', '0312980140', '0425150984', '0425176304', '0425183971', '042518630X', '0425189031']"
177091,"forest grove, oregon, usa",36.0,Middle-aged,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0060584750', '0062500260', '0345325818', '0345465083', '042507160X', '0451202252', '0316096199', '0446609323', '0446667900', '0671027387']"
177108,"lincoln, nebraska, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0345391802', '0399501487', '0440211263', '0440439884', '0515121843', '051512317X', '0515124214', '0679767819', '0762409533', '0767905180']"
177113,"north augusta, south carolina, usa",47.0,Middle-aged,1,"['0006547834', '0060090383', '0060097469', '0060256672', '0060256737', '0060391448', '0060392991', '0060809833', '0061099058', '0064400581']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0425154092', '0425172996', '0446605239', '042516098X', '034544003X', '0373484429', '0425141977', '0425157539', '0425182908', '0440213525']"
177114,"racine, wisconsin, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0385424728', '0385504209', '0743486226', '0805010858', '0316789089', '0385490992', '0449221180', '0312263120', '0316781142', '0971880107']"
177128,"wellington, wellington, new zealand",41.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0385490445', '0425141551', '0552998486', '0316089699', '0425189465', '185326024X', '0446608955', '0312983271', '042517140X', '0553572393']"
177157,"antelope, california, usa",,Unknown,25,"['0020442203', '0020532105', '0060508302', '0060932171', '0060953020', '0060976241', '0060977477', '0060989238', '0061057649', '0061094595']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060987561', '0671021001', '0061031070', '0345331354', '038082101X', '0515131229', '0553574574', '068486424X', '0804114986', '0060930934']"
177180,"akron, ohio, usa",39.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['006016848X', '0140186409', '0156027321', '0312278586', '0345253736', '0345297709', '034529873X', '0345300793', '0345300998', '0345302834']"
177186,"charleston, south carolina, usa",42.0,Middle-aged,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0064404994', '0064472272', '0140481389', '0345313860', '0345342968', '0380789019', '0380814021', '0385314280', '0425148297', '0425176037']"
177195,"bayside, new york, usa",20.0,Young Adult,6,"['0007154615', '0044409494', '0060097469', '0060256672', '0060256737', '0060392991', '0060652934', '0060809248', '0060922249', '0060927240']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0064473023', '0553280414', '0765346524', '0399501487', '0440224829', '068480154X', '0812550706', '0140378278', '0345434676', '0140022651']"
177209,"franklin, tennessee, usa",30.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0316284955', '0060930535', '0061091995', '0152001018', '0345383249', '0385413041', '0440226104', '0449003795', '0449907481', '0451409450']"
177233,"austin, texas, usa",23.0,Young Adult,1,"['0006547834', '0060090383', '0060097469', '0060256672', '0060256737', '0060391448', '0060392991', '0060809833', '0061099058', '0064400581']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0345339681', '0380720191', '0553574574', '0385335482', '0060085452', '0060096195', '0060199652', '0060921056', '0062502182', '0064401480']"
177237,"warrnambool, victoria, australia",25.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['1558745157', '006109921X', '0451410319', '0743411250', '042518286X', '0821769278']"
177262,"great valley, new york, usa",25.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['002411510X', '0345391802', '0553272535', '0060972122', '0375400117']"
177277,"plymouth, england, united kingdom",30.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0099771519', '0312966970', '0349105715', '0380791978', '0099269325', '0440503531', '0743216458', '0099993805', '0140077022', '0140293442']"
177284,"colorado springs, colorado, usa",30.0,Young Adult,9,"['0060917016', '0060951311', '0061056006', '0061056014', '0061056022', '0064400026', '0064400050', '0064400069', '0064400077', '0064400085']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['002542730X', '0060916508', '0060934719', '0060977744', '0062502182', '0140177396', '0140440038', '0140440046', '0140440372', '0141301155']"
177295,"haslett, michigan, usa",41.0,Middle-aged,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0316776963', '0345438329', '0385486804', '0140119906', '0060934417', '0316899984', '0345446860', '0375703632', '0375705619', '0375726403']"
177330,"tucson, arizona, usa",31.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0394498216', '0060512822', '0061042005', '0312199430', '0312954468', '0312965966', '0312980388', '0316969680', '034530988X', '0345315715']"
177349,"kingston, washington, usa",33.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0061087122', '0312979983', '0373242328', '0373483503', '0373483880', '0373483902', '038075911X', '0399145923', '0425150984', '0425153789']"
177363,"roswell, georgia, usa",28.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['006019491X', '0060391626', '0316735736', '0425162443', '0452284449', '0743227441', '0880389206', '0060931418', '0060987529', '0061020613']"
177373,"orlando, florida, usa",29.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060392991', '0060504072', '0060959037', '0064472264', '0064472272', '0066236568', '0140132708', '0140282033', '0141301058', '0307001164']"
177374,"kingston, washington, usa",,Unknown,4,"['0020545509', '0060001801', '0060168382', '0061031321', '006108171X', '0061094609', '006447268X', '0140177396', '014038572X', '0142001805']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0061087122', '0312979983', '0373242328', '0373483503', '0373483880', '0373483902', '038075911X', '0399145923', '0425150984', '0425153789']"
177375,"w.m., pennsylvania, usa",42.0,Middle-aged,5,"['0020198817', '0060188731', '0060198702', '0060234814', '0060254920', '0060256656', '0060294671', '0060932813', '0060977027', '0060977035']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0312199430', '0375701907', '0375726403', '0385484518', '0439064872', '0439136369', '0439139597', '0446519138', '0446525537', '0449005615']"
177386,"beaverton, oregon, usa",52.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0062517864', '0380709163', '081257995X', '0933944047', '0060084405', '0060504080', '0064400581', '014025448X', '0140264795', '0140277439']"
177405,"santa barbara, california, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0140042520', '0375713751', '0670880728', '0345384377', '0446613444', '0061000027', '0061000043', '0066212855', '0312199430', '0345441265']"
177432,"wichita, kansas, usa",33.0,Young Adult,28,"['002026478X', '002411510X', '0060175966', '0060193395', '0060248025', '0060256672', '0060391626', '0060809248', '0060921056', '0060929790']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0140177396', '0060809833', '014044100X', '0142000663', '0261103288', '0345339738', '0345342968', '0440153166', '0440235502', '0441104029']"
177435,"arlington, washington, usa",42.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0375405445', '0385507593', '042514299X', '0425162788', '0440141753', '0446606189', '0971880107']"
177451,"arlington, texas, usa",,Unknown,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060830956', '0060929871', '0345348036', '0425133540', '0425147584', '044021145X', '0440220459', '0553572857', '055357289X', '0440223202']"
177458,"ottawa, ontario, canada",29.0,Young Adult,22,"['0060096195', '0060156732', '0060256672', '0060517212', '0060617519', '0060958022', '0060987561', '0061012351', '0061030651', '0061031445']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0394561619', '0440212561', '0440217563', '0684859300', '0062502182', '0060085452', '0060192704', '0060193395', '0060987561', '0061053309']"
177459,"orangeville, ontario, canada",59.0,Senior,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['0439164567', '0061009059', '0671001795', '0590568973', '0590568744', '0380769344', '0440213290', '0553285785', '0671004530', '0684822652']"
177492,"sullivan, missouri, usa",25.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0070212570', '1551668998', '0061013145', '0440224772', '0515120618', '055321313X', '0670031046', '0440213525', '0446525502', '0385490992']"
177506,"altamont, illinois, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0812585151', '0451099648']"
177531,"rye brook, new york, usa",40.0,Middle-aged,25,"['0020442203', '0020532105', '0060508302', '0060932171', '0060953020', '0060976241', '0060977477', '0060989238', '0061057649', '0061094595']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0060096195', '0060294671', '0060977477', '0312278586', '0451163966', '0743247612', '0385319037', '0679457143', '0802140122', '0374121230']"
177534,"pontevedra, galicia, spain",24.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']",['0971880107']
177556,"lüneburg, niedersachsen, germany",23.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['345387319X', '3612275127', '0743211383', '3462032283']"
177569,"port orchard, washington, usa",52.0,Middle-aged,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0671042262', '0316693235', '0446607274', '0446611638', '051513287X', '0312978367', '0345316509', '0425132951', '0553575090', '0812564375']"
177573,"richmond, virginia, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060509465', '0142001740', '0312980159', '0345459202', '0385318073', '039592720X', '0439139600', '0441172717', '0446527785', '0449212602']"
177590,"green bay, wisconsin, usa",49.0,Middle-aged,17,"['0028604032', '0060177888', '0060256656', '0060263857', '006092988X', '0060935464', '0060938455', '006109286X', '0064404188', '0064471047']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['014025448X', '0140257934', '0140265686', '0670031046', '0670031208', '0670878103', '0670894370', '0842329110', '0842329161', '084232920X']"
